call_uid,enquiry_ref,call_start_local,caller_number,tracking_number,mkt_medium,traffic_src,campaign_label,adgroup_name,device_type,region_state,landing_path,agent_team,call_outcome,sales_stage,lead_quality_flag,job_won_flag,missed_call_flag,repeat_caller_flag,duration_sec,wait_time_sec,ad_spend_aud,quote_value_aud,booked_job_value_aud,revenue_aud,row_quality_note
CALL-250326-1193,ENQ-250326-1133,2025-03-26 08:05,0401711033,DNI-NZ-LOCAL-988811,Paid Search,Google Ads,Winter Promo,Emergency,Desktop,QLD,/lp/winter-offer,Service Desk,Converted,Connected,No,Yes,No,No,286,3,38.1,6810.37,4101.81,4101.81,ok
CALL-250207-1194,ENQ-250207-1190,2025-02-07 08:23,0402809794,DNI-AU-LOCAL-779885,Direct,Direct Visit,Brand Protection,Competitor,Mobile,TAS,/contact,Inbound Sales,Answered,Connected,No,No,No,Yes,90,9,0,0.0,0,0,ok
CALL-250119-1195,ENQ-250119-6821,2025-01-19 19:56,0428503402,DNI-AU-MOBILE-294816,Email,CRM Email,Roof Repair AU,Remarketing,Mobile,QLD,/lp/roof-repair,Inbound Sales,Missed,Missed,No,No,Yes,No,25,71,0,0,0,0,missing optional value
CALL-250319-1196,ENQ-250319-9469,2025-03-19 08:36,0413587521,DNI-AU-LOCAL-648779,Email,CRM Email,Local SEO,High Intent,Mobile,WA,/blog/local-service-guide,After Hours,Missed,Missed,No,No,Yes,No,22,58,12.34,0,0,0,late-night call
CALL-250112-1197,ENQ-250112-5267,2025-01-12 11:30,0435754280,DNI-AU-LOCAL-759868,Referral,Partner Referral,Local SEO,Near Me,Mobile,QLD,/blog/local-service-guide,Inbound Sales,Not Qualified,Connected,No,No,No,Yes,110,27,0.99,0.0,0,0,missing optional value
CALL-250316-1198,ENQ-250316-6617,2025-03-16 10:36,0435134697,DNI-AU-LOCAL-252117,Paid Search,Google Ads,Retargeting Trial,Near Me,Mobile,VIC,/lp/retargeting,Inbound Sales,Converted,Won,Yes,Yes,No,No,300,17,16.76,4289.31,2739.92,2739.92,late-night call
CALL-250120-1199,ENQ-250120-8353,2025-01-20 15:48,0435201836,DNI-NZ-LOCAL-811451,Direct,Direct Visit,Brand Protection,Emergency,Mobile,NSW,/contact,Inbound Sales,Qualified No Sale,Appointment Booked,Yes,No,No,Yes,118,30,0.0,800.91,0,0,ok
CALL-250309-1200,ENQ-250309-2702,2025-03-09 18:02,0477319205,DNI-NZ-LOCAL-468591,Paid Search,Google Ads,Emergency Plumbing,Competitor,Desktop,NSW,/lp/emergency-plumbing,After Hours,Answered,Connected,No,No,No,Yes,,19,13.95,0.0,0,,ok
CALL-250206-1201,ENQ-250206-7995,2025-02-06 12:12,0413906731,STATIC-AU-369836,Paid Search,Google Ads,Dental Implants,High Intent,Tablet,NSW,/lp/implants,Service Desk,Converted,Connected,No,Yes,No,No,336,18,10.64,1315.23,991.23,991.23,ok
CALL-250110-1202,ENQ-250110-9154,2025-01-10 12:49,0428119676,DNI-AU-MOBILE-784578,Paid Search,Google Ads,Roof Repair AU,High Intent,Mobile,QLD,/lp/roof-repair,Inbound Sales,Converted,Connected,No,Yes,No,No,592,3,22.05,2241.29,2090.17,2090.17,duplicate caller possible
CALL-250101-1203,ENQ-250101-6985,2025-01-01 08:42,0477195071,STATIC-AU-184365,Organic Search,Google Organic,Local SEO,Generic,Mobile,VIC,/blog/local-service-guide,Service Desk,Not Qualified,Connected,No,No,No,No,142,27,0.0,0.0,0,0,missing optional value
CALL-250207-1204,ENQ-250207-1918,2025-02-07 18:12,0401455766,STATIC-AU-926045,Paid Search,Google Ads,Winter Promo,Emergency,Mobile,QLD,/lp/winter-offer,Service Desk,Converted,Won,Yes,Yes,No,No,234,3,27.07,5650.94,4113.49,4113.49,duplicate caller possible
CALL-250106-1205,ENQ-250106-2047,2025-01-06 14:07,0435908812,DNI-AU-LOCAL-219726,Paid Search,Google Ads,Local SEO,Emergency,Tablet,SA,/blog/local-service-guide,Inbound Sales,Converted,Connected,No,Yes,No,Yes,79,11,47.39,393.71,272.87,272.87,missing optional value
CALL-250318-1206,ENQ-250318-3939,2025-03-18 17:14,0401107574,DNI-AU-LOCAL-841071,Paid Search,Google Ads,Emergency Plumbing,Brand,Mobile,TAS,/lp/emergency-plumbing,After Hours,Converted,Won,Yes,Yes,No,No,,25,17.38,10851.83,7595.55,7595.55,duplicate caller possible
CALL-250317-1207,ENQ-250317-6929,2025-03-17 12:26,0413587521,DNI-AU-MOBILE-586765,Referral,Partner Referral,Brand Protection,Competitor,Mobile,VIC,/contact,Inbound Sales,Converted,Appointment Booked,Yes,Yes,No,Yes,54,16,0.55,3300.51,2654.22,,duplicate caller possible
CALL-250326-1208,ENQ-250326-6340,2025-03-26 11:17,0435707924,DNI-NZ-LOCAL-308405,Paid Search,Google Ads,Emergency Plumbing,High Intent,Mobile,VIC,/lp/emergency-plumbing,Overflow Team,Answered,Connected,No,No,No,No,146,7,20.77,0.0,0,0,duplicate caller possible
CALL-250328-1209,ENQ-250328-3917,2025-03-28 13:14,0435577092,DNI-NZ-LOCAL-491627,Paid Social,Meta Ads,Dental Implants,Remarketing,Mobile,QLD,/lp/implants,Service Desk,Missed,Missed,No,No,Yes,No,7,52,5.61,0,0,0,ok
CALL-250228-1210,ENQ-250228-4546,2025-02-28 19:12,0435612977,DNI-NZ-LOCAL-977646,Referral,Partner Referral,Retargeting Trial,High Intent,Mobile,VIC,/lp/retargeting,After Hours,Answered,Connected,No,No,No,No,105,9,0.49,0.0,0,0,missing optional value
CALL-250205-1211,ENQ-250205-9701,2025-02-05 08:46,0401546376,DNI-NZ-LOCAL-602550,Organic Search,Google Organic,Local SEO,Brand,Mobile,VIC,/blog/local-service-guide,Overflow Team,Missed,Missed,No,No,Yes,No,31,42,0.0,0,0,0,duplicate caller possible
CALL-250113-1212,ENQ-250113-3271,2025-01-13 15:31,0428909327,DNI-NZ-LOCAL-293929,Paid Search,Google Ads,Emergency Plumbing,Emergency,Tablet,VIC,/lp/emergency-plumbing,Inbound Sales,Missed,Missed,No,No,Yes,No,5,56,20.87,0,0,0,ok
CALL-250322-1213,ENQ-250322-1669,2025-03-22 15:45,0435908812,STATIC-AU-484232,Referral,Partner Referral,Competitor Terms,High Intent,Mobile,WA,/lp/compare-options,Inbound Sales,Not Qualified,Connected,No,No,No,Yes,462,17,2.61,0.0,0,0,ok
CALL-250324-1214,ENQ-250324-7031,2025-03-24 16:45,0428751114,DNI-AU-LOCAL-297503,Paid Search,Google Ads,Roof Repair AU,Generic,Mobile,VIC,/lp/roof-repair,Inbound Sales,Qualified No Sale,Qualified,Yes,No,No,No,283,7,24.14,561.05,0,0,missing optional value
CALL-250112-1215,ENQ-250112-4806,2025-01-12 09:25,0401940946,STATIC-AU-531690,Display,Programmatic,Dental Implants,Emergency,Tablet,VIC,/lp/implants,Inbound Sales,Not Qualified,Qualified,No,No,No,No,197,0,5.53,0.0,0,0,late-night call
CALL-250213-1216,ENQ-250213-3514,2025-02-13 18:41,0477798724,DNI-AU-MOBILE-349461,Paid Social,Meta Ads,Roof Repair AU,Remarketing,Mobile,NSW,/lp/roof-repair,Inbound Sales,Not Qualified,Connected,No,No,No,No,138,11,9.78,0.0,0,0,ok
CALL-250106-1217,ENQ-250106-5748,2025-01-06 13:36,0413596931,DNI-AU-MOBILE-938416,Paid Search,Google Ads,Winter Promo,Remarketing,Mobile,TAS,/lp/winter-offer,Inbound Sales,Converted,Connected,No,Yes,No,No,189,9,50.88,2107.69,1255.25,1255.25,late-night call
CALL-250226-1218,ENQ-250226-6915,2025-02-26 13:44,0435158770,DNI-NZ-LOCAL-255132,Paid Search,Google Ads,Winter Promo,Remarketing,Mobile,NSW,/lp/winter-offer,Service Desk,Answered,Connected,No,No,No,No,161,13,28.97,0.0,0,0,duplicate caller possible
CALL-250224-1219,ENQ-250224-7786,2025-02-24 13:24,0428863998,DNI-AU-MOBILE-976097,Organic Search,Google Organic,Local SEO,Emergency,Tablet,SA,/blog/local-service-guide,Inbound Sales,Missed,Missed,No,No,Yes,No,27,42,1.24,0,0,0,late-night call
CALL-250318-1220,ENQ-250318-1040,2025-03-18 09:09,0401929653,DNI-AU-MOBILE-375436,Paid Search,Google Ads,Roof Repair AU,Generic,Tablet,VIC,/lp/roof-repair,Overflow Team,Not Qualified,Connected,No,No,No,No,162,11,19.95,0.0,0,0,ok
CALL-250323-1221,ENQ-250323-3394,2025-03-23 18:30,0435161352,STATIC-AU-583439,Paid Search,Google Ads,Dental Implants,High Intent,Mobile,QLD,/lp/implants,Inbound Sales,Converted,Qualified,Yes,Yes,No,No,,8,13.18,8671.5,6875.37,6875.37,duplicate caller possible
CALL-250118-1222,ENQ-250118-5932,2025-01-18 13:10,0477938732,STATIC-AU-818739,Paid Search,Google Ads,Roof Repair AU,Emergency,Tablet,VIC,/lp/roof-repair,Inbound Sales,Missed,Missed,No,No,Yes,No,20,62,21.67,0,0,0,duplicate caller possible
CALL-250330-1223,ENQ-250330-6104,2025-03-30 13:06,0428465124,STATIC-AU-245766,Email,CRM Email,Winter Promo,Remarketing,Mobile,VIC,/lp/winter-offer,Service Desk,Answered,Connected,No,No,No,No,160,40,8.24,0.0,0,0,missing optional value
CALL-250318-1224,ENQ-250318-5145,2025-03-18 16:48,0428224698,DNI-AU-LOCAL-169465,Direct,Direct Visit,Brand Protection,Emergency,Desktop,VIC,/contact,Inbound Sales,Answered,Connected,No,No,No,No,156,2,0.89,0.0,0,0,ok
CALL-250327-1225,ENQ-250327-9800,2025-03-27 08:48,0402890645,DNI-AU-LOCAL-860583,Paid Search,Google Ads,Winter Promo,High Intent,Mobile,VIC,/lp/winter-offer,After Hours,Converted,Connected,No,Yes,No,No,463,12,36.43,1298.11,846.07,846.07,ok
CALL-250128-1226,ENQ-250128-5646,2025-01-28 16:54,0401503472,DNI-NZ-LOCAL-729554,Paid Social,Meta Ads,Roof Repair AU,Brand,Mobile,NSW,/lp/roof-repair,Overflow Team,Not Qualified,Connected,No,No,No,No,462,12,13.3,0.0,0,0,duplicate caller possible
CALL-250209-1227,ENQ-250209-6959,2025-02-09 18:53,0402167853,DNI-AU-MOBILE-455081,Organic Search,Google Organic,Local SEO,Generic,Desktop,VIC,/blog/local-service-guide,Inbound Sales,Answered,Connected,No,No,No,No,404,0,0.0,0.0,0,0,ok
CALL-250318-1228,ENQ-250318-3001,2025-03-18 14:07,0428213284,STATIC-AU-613111,Paid Search,Google Ads,Roof Repair AU,Generic,Desktop,QLD,/lp/roof-repair,After Hours,Missed,Missed,No,No,Yes,No,24,42,16.03,0,0,0,missing optional value
CALL-250130-1229,ENQ-250130-1289,2025-01-30 18:08,0435673172,DNI-AU-LOCAL-551313,Paid Search,Google Ads,Local SEO,Near Me,Mobile,VIC,/blog/local-service-guide,Inbound Sales,Qualified No Sale,Quote Sent,Yes,No,No,No,88,1,40.89,762.1,0,0,ok
CALL-250219-1230,ENQ-250219-7189,2025-02-19 15:20,0428719755,STATIC-AU-903702,Display,Programmatic,Roof Repair AU,Generic,Mobile,VIC,/lp/roof-repair,After Hours,Not Qualified,Connected,No,No,No,No,307,2,6.23,0.0,0,0,ok
CALL-250211-1231,ENQ-250211-8551,2025-02-11 08:01,0477319205,DNI-NZ-LOCAL-695642,Email,CRM Email,Winter Promo,Emergency,Desktop,NSW,/lp/winter-offer,Service Desk,Converted,Connected,No,Yes,No,Yes,143,7,0,3590.04,2423.09,2423.09,late-night call
CALL-250223-1232,ENQ-250223-5708,2025-02-23 12:01,0435324479,STATIC-AU-149840,Referral,Partner Referral,Emergency Plumbing,Near Me,Tablet,VIC,/lp/emergency-plumbing,Inbound Sales,Answered,Connected,No,No,No,No,202,4,0.0,0.0,0,0,ok
CALL-250315-1233,ENQ-250315-9457,2025-03-15 14:51,0402119506,DNI-AU-MOBILE-704864,Paid Search,Google Ads,Winter Promo,Near Me,Mobile,VIC,/lp/winter-offer,After Hours,Answered,Connected,No,No,No,No,71,6,31.65,0.0,0,0,missing optional value
CALL-250128-1234,ENQ-250128-8133,2025-01-28 18:52,0413985126,DNI-NZ-LOCAL-434132,Paid Social,Meta Ads,Roof Repair AU,Generic,Tablet,NSW,/lp/roof-repair,After Hours,Missed,Missed,No,No,Yes,No,33,59,14.06,0,0,0,ok
CALL-250323-1235,ENQ-250323-1326,2025-03-23 11:54,0477798724,DNI-AU-LOCAL-188006,Organic Search,Google Organic,Brand Protection,High Intent,Mobile,NSW,/contact,Inbound Sales,Not Qualified,Connected,No,No,No,Yes,148,85,0.0,0.0,0,0,ok
CALL-250319-1236,ENQ-250319-4571,2025-03-19 12:55,0402543410,DNI-AU-MOBILE-212002,Paid Search,Google Ads,Retargeting Trial,Generic,Desktop,SA,/lp/retargeting,Inbound Sales,Answered,Qualified,No,No,No,No,237,53,10.17,0.0,0,0,ok
CALL-250128-1237,ENQ-250128-6945,2025-01-28 12:28,0413769986,DNI-AU-LOCAL-660894,Organic Search,Google Organic,Local SEO,Near Me,Mobile,QLD,/blog/local-service-guide,Inbound Sales,Qualified No Sale,Appointment Booked,Yes,No,No,No,133,31,1.44,627.2,0,0,ok
CALL-250226-1238,ENQ-250226-3627,2025-02-26 14:00,0401964446,STATIC-AU-630930,Direct,Direct Visit,Roof Repair AU,Brand,Mobile,VIC,/lp/roof-repair,Service Desk,Answered,Connected,No,No,No,No,314,10,0.06,0.0,0,0,ok
CALL-250215-1239,ENQ-250215-7722,2025-02-15 14:38,0402988102,STATIC-AU-573421,Paid Social,Meta Ads,Emergency Plumbing,Emergency,Mobile,QLD,/lp/emergency-plumbing,Service Desk,Answered,Connected,No,No,No,No,377,2,11.95,0.0,0,0,missing optional value
CALL-250118-1240,ENQ-250118-7028,2025-01-18 12:11,0402193387,DNI-AU-MOBILE-694797,Referral,Partner Referral,Brand Protection,Brand,Desktop,VIC,/contact,Inbound Sales,Converted,Won,Yes,Yes,No,No,104,15,0.48,411.57,257.83,257.83,ok
CALL-250102-1241,ENQ-250102-5636,2025-01-02 19:33,0435326037,DNI-AU-MOBILE-538651,Organic Search,Google Organic,Competitor Terms,Brand,Desktop,VIC,/lp/compare-options,Service Desk,Missed,Missed,No,No,Yes,No,29,34,3.98,0,0,0,ok
CALL-250222-1242,ENQ-250222-1745,2025-02-22 10:01,0435844033,DNI-AU-LOCAL-365978,Organic Search,Google Organic,Dental Implants,Remarketing,Desktop,VIC,/lp/implants,After Hours,Converted,Won,Yes,Yes,No,No,240,9,0.0,3449.68,2594.42,2594.42,late-night call
CALL-250321-1243,ENQ-250321-5321,2025-03-21 14:19,0435969887,STATIC-AU-556943,Direct,Direct Visit,Brand Protection,Brand,Desktop,VIC,/contact,Inbound Sales,Answered,Connected,No,No,No,No,126,13,0.52,0.0,0,0,ok
CALL-250210-1244,ENQ-250210-9335,2025-02-10 19:31,0402886365,STATIC-AU-690607,Paid Social,Meta Ads,Winter Promo,High Intent,Desktop,QLD,/lp/winter-offer,Service Desk,Not Qualified,Connected,No,No,No,No,256,2,16.97,0.0,0,0,duplicate caller possible
CALL-250316-1245,ENQ-250316-8423,2025-03-16 11:37,0413985126,STATIC-AU-867080,Direct,Direct Visit,Winter Promo,Remarketing,Mobile,WA,/lp/winter-offer,Inbound Sales,Answered,Connected,No,No,No,Yes,443,16,0.22,0.0,0,0,duplicate caller possible
CALL-250314-1246,ENQ-250314-7592,2025-03-14 10:13,0402507374,STATIC-AU-778604,Display,Programmatic,Brand Protection,Near Me,Mobile,QLD,/contact,Service Desk,Missed,Missed,No,No,Yes,No,16,41,23.69,0,0,0,duplicate caller possible
CALL-250120-1247,ENQ-250120-6599,2025-01-20 09:19,0401638277,DNI-NZ-LOCAL-809298,Email,CRM Email,Roof Repair AU,Emergency,Mobile,QLD,/lp/roof-repair,Inbound Sales,Answered,Connected,No,No,No,No,179,10,11.97,0.0,0,0,ok
CALL-250324-1248,ENQ-250324-5175,2025-03-24 18:45,0413472724,DNI-AU-LOCAL-905984,Paid Search,Google Ads,Emergency Plumbing,Generic,Mobile,VIC,/lp/emergency-plumbing,Inbound Sales,Answered,Connected,No,No,No,No,143,41,11.87,0.0,0,0,late-night call
CALL-250103-1249,ENQ-250103-7470,2025-01-03 09:47,0435201836,DNI-AU-LOCAL-113950,Referral,Partner Referral,Winter Promo,Emergency,Mobile,NSW,/lp/winter-offer,Inbound Sales,Qualified No Sale,Won,Yes,No,No,Yes,325,17,0,1230.59,0,808.05,ok
CALL-250325-1250,ENQ-250325-9824,2025-03-25 15:29,0428982995,DNI-AU-MOBILE-190275,Referral,Partner Referral,Competitor Terms,Near Me,Tablet,NSW,/lp/compare-options,Inbound Sales,Answered,Connected,No,No,No,No,299,59,0.0,0.0,0,0,ok
CALL-250301-1251,ENQ-250301-8993,2025-03-01 10:30,0402119506,DNI-AU-MOBILE-848987,Organic Search,Google Organic,Winter Promo,High Intent,Desktop,NSW,/lp/winter-offer,Inbound Sales,Converted,Quote Sent,Yes,Yes,No,Yes,301,32,1.31,10322.81,7346.87,7346.87,ok
CALL-250309-1252,ENQ-250309-6556,2025-03-09 08:27,0402716204,DNI-NZ-LOCAL-237529,Email,CRM Email,Winter Promo,Near Me,Mobile,SA,/lp/winter-offer,Inbound Sales,Missed,Missed,No,No,Yes,No,15,58,10.81,0,0,0,ok
CALL-250219-1253,ENQ-250219-3598,2025-02-19 14:53,0413474387,DNI-AU-MOBILE-968167,Direct,Direct Visit,Brand Protection,Brand,Mobile,TAS,/contact,Inbound Sales,Not Qualified,Connected,No,No,No,No,425,2,0.22,0.0,0,0,late-night call
CALL-250105-1254,ENQ-250105-2669,2025-01-05 09:21,0435920150,DNI-AU-LOCAL-631948,Organic Search,Google Organic,Local SEO,Competitor,Mobile,VIC,/blog/local-service-guide,Inbound Sales,Answered,Connected,No,No,No,No,373,40,0.99,0.0,0,0,ok
CALL-250122-1255,ENQ-250122-5358,2025-01-22 18:07,0402189374,STATIC-AU-849941,Display,Programmatic,Competitor Terms,Near Me,Mobile,VIC,/lp/compare-options,Inbound Sales,Converted,Connected,No,Yes,No,No,317,8,2.41,1601.73,1594.37,1594.37,missing optional value
CALL-250216-1256,ENQ-250216-2389,2025-02-16 18:42,0435172961,STATIC-AU-430096,Paid Search,Google Ads,Brand Protection,Remarketing,Desktop,VIC,/contact,Inbound Sales,Missed,Missed,No,No,Yes,No,33,48,30.6,0,0,0,missing optional value
CALL-250122-1257,ENQ-250122-8244,2025-01-22 14:03,0435783710,STATIC-AU-951266,Organic Search,Google Organic,Winter Promo,Emergency,Mobile,NSW,/lp/winter-offer,Overflow Team,Not Qualified,Connected,No,No,No,No,143,37,0.0,0.0,0,0,duplicate caller possible
CALL-250221-1258,ENQ-250221-6807,2025-02-21 11:56,0477632151,DNI-AU-LOCAL-150051,Organic Search,Google Organic,Local SEO,Near Me,Desktop,QLD,/blog/local-service-guide,Inbound Sales,Not Qualified,Connected,No,No,No,No,89,13,2.97,0.0,0,0,duplicate caller possible
CALL-250116-1259,ENQ-250116-3293,2025-01-16 15:19,0477700588,DNI-NZ-LOCAL-644909,Email,CRM Email,Winter Promo,Emergency,Mobile,QLD,/lp/winter-offer,After Hours,Missed,Missed,No,No,Yes,No,23,49,16.48,0,0,0,duplicate caller possible
CALL-250201-1260,ENQ-250201-9286,2025-02-01 09:20,0402251357,DNI-AU-MOBILE-608312,Email,CRM Email,Winter Promo,Remarketing,Mobile,VIC,/lp/winter-offer,Inbound Sales,Not Qualified,Connected,No,No,No,No,247,13,0,0.0,0,0,duplicate caller possible
CALL-250228-1261,ENQ-250228-4532,2025-02-28 10:45,0413397252,DNI-AU-MOBILE-958914,Email,CRM Email,Emergency Plumbing,Near Me,Mobile,VIC,/lp/emergency-plumbing,Inbound Sales,Converted,Appointment Booked,Yes,Yes,No,No,190,15,0.63,1191.33,1168.44,1168.44,duplicate caller possible
CALL-250304-1262,ENQ-250304-9863,2025-03-04 08:07,0428455465,DNI-AU-LOCAL-803011,Email,CRM Email,Winter Promo,Competitor,Mobile,VIC,/lp/winter-offer,Inbound Sales,Not Qualified,Connected,No,No,No,No,253,25,11.68,0.0,0,0,missing optional value
CALL-250205-1263,ENQ-250205-4371,2025-02-05 18:05,0401388319,DNI-AU-MOBILE-969993,Display,Programmatic,Local SEO,Near Me,Mobile,QLD,/blog/local-service-guide,Service Desk,Answered,Qualified,No,No,No,No,243,55,26.38,0.0,0,,duplicate caller possible
CALL-250316-1264,ENQ-250316-1958,2025-03-16 15:05,0402128491,STATIC-AU-508881,Paid Social,Meta Ads,Emergency Plumbing,High Intent,Mobile,VIC,/lp/emergency-plumbing,Service Desk,Answered,Connected,No,No,No,No,219,1,10.55,0.0,0,0,ok
CALL-250210-1265,ENQ-250210-2663,2025-02-10 10:26,0435807890,DNI-AU-MOBILE-900040,Display,Programmatic,Dental Implants,Brand,Tablet,WA,/lp/implants,Inbound Sales,Converted,Won,Yes,Yes,No,No,,8,5.68,2710.88,1878.02,1878.02,late-night call
CALL-250325-1266,ENQ-250325-3742,2025-03-25 10:19,0435403300,DNI-AU-LOCAL-163098,Email,CRM Email,Roof Repair AU,Near Me,Mobile,QLD,/lp/roof-repair,Inbound Sales,Missed,Missed,No,No,Yes,No,,49,0,0,0,0,missing optional value
CALL-250204-1267,ENQ-250204-6613,2025-02-04 17:16,0413815234,STATIC-AU-889256,Display,Programmatic,Roof Repair AU,Near Me,Mobile,NSW,/lp/roof-repair,After Hours,Qualified No Sale,Won,Yes,No,No,No,105,1,12.99,4229.44,0,3537.44,duplicate caller possible
CALL-250227-1268,ENQ-250227-7166,2025-02-27 12:15,0413952262,STATIC-AU-505537,Referral,Partner Referral,Dental Implants,Emergency,Mobile,WA,/lp/implants,Inbound Sales,Converted,Won,Yes,Yes,No,No,639,0,0.14,3833.63,3752.34,3752.34,ok
CALL-250331-1269,ENQ-250331-9197,2025-03-31 08:07,0413696746,DNI-NZ-LOCAL-278758,Email,CRM Email,Winter Promo,Emergency,Mobile,VIC,/lp/winter-offer,Inbound Sales,Converted,Won,Yes,Yes,No,No,92,22,7.3,6396.1,5579.49,5579.49,late-night call
CALL-250125-1270,ENQ-250125-5143,2025-01-25 18:47,0477658829,DNI-NZ-LOCAL-102049,Email,CRM Email,Local SEO,Competitor,Mobile,VIC,/blog/local-service-guide,Inbound Sales,Missed,Missed,No,No,Yes,No,30,68,5.58,0,0,0,missing optional value
CALL-250324-1271,ENQ-250324-7943,2025-03-24 18:41,0435807890,DNI-AU-LOCAL-362127,Paid Search,Google Ads,Retargeting Trial,Remarketing,Tablet,VIC,/lp/retargeting,After Hours,Qualified No Sale,Appointment Booked,Yes,No,No,Yes,213,22,11.59,1754.07,0,0,ok
CALL-250122-1272,ENQ-250122-8184,2025-01-22 13:19,0401913432,DNI-AU-LOCAL-755725,Paid Search,Google Ads,Emergency Plumbing,Competitor,Desktop,NSW,/lp/emergency-plumbing,After Hours,Missed,Missed,No,No,Yes,No,12,46,25.02,0,0,0,missing optional value
CALL-250316-1273,ENQ-250316-7581,2025-03-16 09:05,0401638277,DNI-AU-LOCAL-747288,Direct,Direct Visit,Brand Protection,High Intent,Desktop,QLD,/contact,Service Desk,Missed,Missed,No,No,Yes,Yes,18,36,0.0,0,0,0,missing optional value
CALL-250130-1274,ENQ-250130-3255,2025-01-30 17:50,0402354963,DNI-AU-LOCAL-163429,Referral,Partner Referral,Winter Promo,Near Me,Mobile,QLD,/lp/winter-offer,Service Desk,Converted,Connected,No,Yes,No,No,360,13,0.0,3436.55,2533.9,2533.9,ok
CALL-250209-1275,ENQ-250209-2120,2025-02-09 17:27,0402923408,STATIC-AU-298553,Email,CRM Email,Winter Promo,Remarketing,Mobile,NSW,/lp/winter-offer,Inbound Sales,Converted,Connected,No,Yes,No,No,183,15,0,7999.39,7704.87,7704.87,duplicate caller possible
CALL-250302-1276,ENQ-250302-1491,2025-03-02 19:44,0401475271,DNI-AU-LOCAL-249319,Direct,Direct Visit,Brand Protection,Remarketing,Mobile,WA,/contact,After Hours,Answered,Connected,No,No,No,No,452,45,0.22,0.0,0,0,ok
CALL-250226-1277,ENQ-250226-7056,2025-02-26 11:40,0428351815,STATIC-AU-793013,Email,CRM Email,Winter Promo,Competitor,Mobile,VIC,/lp/winter-offer,Inbound Sales,Answered,Connected,No,No,No,No,173,0,15.87,0.0,0,0,ok
CALL-250309-1278,ENQ-250309-4428,2025-03-09 17:56,0477700588,DNI-AU-LOCAL-922781,Organic Search,Google Organic,Local SEO,Near Me,Desktop,VIC,/blog/local-service-guide,Inbound Sales,Answered,Connected,No,No,No,Yes,156,67,0.0,0.0,0,0,missing optional value
CALL-250326-1279,ENQ-250326-7178,2025-03-26 17:04,0413545668,DNI-AU-MOBILE-983353,Paid Search,Google Ads,Roof Repair AU,Brand,Desktop,VIC,/lp/roof-repair,Inbound Sales,Answered,Connected,No,No,No,No,142,22,18.56,0.0,0,0,ok
CALL-250202-1280,ENQ-250202-2168,2025-02-02 16:05,0401224348,STATIC-AU-140140,Paid Search,Google Ads,Winter Promo,Near Me,Mobile,NSW,/lp/winter-offer,Inbound Sales,Converted,Won,Yes,Yes,No,No,237,12,47.55,2914.97,2145.01,2145.01,late-night call
CALL-250126-1281,ENQ-250126-4438,2025-01-26 13:12,0413985126,DNI-NZ-LOCAL-345076,Referral,Partner Referral,Dental Implants,Brand,Desktop,QLD,/lp/implants,Service Desk,Qualified No Sale,Quote Sent,Yes,No,No,Yes,743,0,0.32,561.6,0,0,late-night call
CALL-250317-1282,ENQ-250317-5909,2025-03-17 16:48,0477663718,STATIC-AU-715467,Email,CRM Email,Winter Promo,Emergency,Mobile,SA,/lp/winter-offer,Inbound Sales,Not Qualified,Connected,No,No,No,No,156,2,10.09,0.0,0,0,ok
CALL-250314-1283,ENQ-250314-1439,2025-03-14 08:59,0435612348,DNI-AU-MOBILE-308665,Paid Search,Google Ads,Retargeting Trial,Near Me,Mobile,QLD,/lp/retargeting,Service Desk,Qualified No Sale,Appointment Booked,Yes,No,No,No,168,3,9.3,471.43,0,0,ok
CALL-250219-1284,ENQ-250219-8302,2025-02-19 12:13,0401249623,DNI-AU-LOCAL-964637,Paid Search,Google Ads,Winter Promo,Remarketing,Mobile,VIC,/lp/winter-offer,Inbound Sales,Qualified No Sale,Qualified,Yes,No,No,No,191,42,39.41,716.67,0,507.83,missing optional value
CALL-250319-1285,ENQ-250319-5081,2025-03-19 11:33,0402535214,DNI-AU-MOBILE-747743,Organic Search,Google Organic,Emergency Plumbing,Emergency,Mobile,VIC,/lp/emergency-plumbing,Inbound Sales,Missed,Missed,No,No,Yes,No,18,58,0.47,0,0,0,duplicate caller possible
CALL-250225-1286,ENQ-250225-4397,2025-02-25 15:24,0402365045,DNI-AU-LOCAL-584617,Direct,Direct Visit,Winter Promo,Generic,Mobile,WA,/lp/winter-offer,Inbound Sales,Not Qualified,Qualified,No,No,No,No,610,1,0.94,0.0,0,0,ok
CALL-250110-1287,ENQ-250110-7403,2025-01-10 18:44,0435877462,DNI-AU-MOBILE-181354,Referral,Partner Referral,Roof Repair AU,High Intent,Mobile,NSW,/lp/roof-repair,Inbound Sales,Qualified No Sale,Qualified,Yes,No,No,No,109,11,0.23,341.64,0,,duplicate caller possible
CALL-250102-1288,ENQ-250102-4148,2025-01-02 18:17,0413960384,DNI-AU-LOCAL-331282,Paid Search,Google Ads,Winter Promo,High Intent,Desktop,NSW,/lp/winter-offer,Inbound Sales,Converted,Won,Yes,Yes,No,No,642,40,37.08,1122.15,961.59,961.59,ok
CALL-250327-1289,ENQ-250327-7735,2025-03-27 10:46,0401329177,STATIC-AU-904829,Paid Search,Google Ads,Roof Repair AU,Near Me,Mobile,NSW,/lp/roof-repair,After Hours,Converted,Won,Yes,Yes,No,No,192,2,14.75,758.11,724.63,724.63,late-night call
